weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
29,2015,33,30,31.42857143,26,25,25.71428571,28.75,27,28.03571429,39,35,37,30,29,29.28571429,33.625,31.25,32.75,33,18,27,13,5,9.714285714,21.25,11.5,17.5,7.2,0,2.6,0,0,0,0.9,0,0.446428571,93,83,87.85714286,75,49,63,86.125,69.75,77.375,100,27,74.57142857,53,9,24,76,16.875,46.67857143,21,0,9,1,24,1,normal,danger,normal
30,2015,34,32,32.71428571,26,25,25.71428571,29.125,28.375,28.67857143,40,38,38.57142857,31,29,30.14285714,35,33.5,34,26,12,19.14285714,13,1,6.857142857,18.625,7.5,12.82142857,4.3,0.9,2.414285714,0,0,0,0.8,0.1125,0.405357143,89,84,86.85714286,59,49,54.28571429,75.75,71,73.44642857,81,42,58.14285714,17,6,11.71428571,31.875,19.5,28,62,21,41.28571429,0,13,1,normal,warning,normal
31,2015,33,31,32.14285714,26,25,25.57142857,28.625,27.75,28.19642857,39,36,37.57142857,31,27,29.28571429,33.625,31.5,32.69642857,33,17,23.28571429,13,2,6.571428571,23.5,9,15.07142857,12.7,0,4.328571429,0,0,0,1.6875,0,0.626785714,90,82,86.85714286,66,53,58.14285714,78.5,72.375,75.08928571,90,62,75.42857143,47,19,28.28571429,54.375,38.875,47.28571429,97,69,86,0,18,0,normal,warning,normal
32,2015,32,29,31.14285714,26,25,25.14285714,28.375,27,27.76785714,40,34,37.28571429,30,28,29,34.25,31,32.39285714,47,29,36.71428571,18,6,12.71428571,27.25,16.625,23.07142857,10.5,2,5.728571429,0,0,0,1.8375,0.6125,1.0875,92,86,89.14285714,74,61,65.14285714,81,77.875,79.375,90,51,74,41,23,32.14285714,58.25,37.125,48.07142857,83,41,62,0,18,0,normal,warning,normal
33,2015,34,32,32.85714286,26,26,26,29,28.625,28.82142857,41,38,39.71428571,32,30,31,35.375,33.75,34.76785714,38,21,26,16,4,7.571428571,21.25,11.875,15.58928571,7.6,0.4,3.042857143,0,0,0,1.2875,0.05,0.446428571,92,85,88.71428571,61,54,57.85714286,78.875,72.5,76.25,83,38,51.57142857,25,11,16.57142857,46.375,20.75,31.30357143,34,0,14.85714286,2,20,0,normal,danger,normal
34,2015,33,31,32.28571429,26,25,25.57142857,28.625,27.375,28.30357143,39,37,38.14285714,30,29,29.57142857,34.125,31.75,33.10714286,49,29,37,20,9,13.57142857,26.875,19.125,23.5,9.7,2.4,5.314285714,0,0,0,2.375,0.4375,0.957142857,90,85,88.14285714,67,53,61.28571429,81.375,73.5,77.57142857,100,40,70.28571429,43,14,23.28571429,71.375,24.125,41.48214286,48,7,27.57142857,0,19,0,normal,warning,normal
35,2015,33,31,32.14285714,26,25,25.28571429,28.75,27.875,28.39285714,39,37,38,31,28,29.57142857,34.375,32.375,33.21428571,27,16,20.71428571,16,4,11.57142857,21.625,9.75,16.28571429,2.5,0,1.171428571,0,0,0,0.75,0,0.330357143,92,84,88.28571429,66,57,60.14285714,79.375,72.375,75.67857143,87,61,71.85714286,40,10,24,65.125,32.875,46.23214286,97,55,77,0,26,0,normal,danger,normal
36,2015,34,29,31.57142857,27,25,25.71428571,29.5,27,28.21428571,40,34,37.85714286,31,29,30,35,31.5,33.48214286,23,16,19,15,5,8.142857143,17.875,11.875,13.48214286,3.6,0,2.1,0,0,0,0.85,0,0.491071429,93,88,90.42857143,73,50,62.57142857,84.375,71.125,78.5,100,52,78,56,14,32,76.125,34.5,51.96428571,90,48,69,0,10,1,normal,warning,normal
37,2015,33,28,30.85714286,26,24,25,28.25,26.25,27.5,38,32,36.14285714,30,28,28.85714286,32.75,30.125,31.92857143,38,22,26.28571429,18,4,10.42857143,25.375,13.25,17.57142857,11.7,0.4,3.428571429,0,0,0,1.8375,0.05,0.676785714,95,88,92.14285714,77,55,65.71428571,88.125,74,80.98214286,100,64,80.14285714,53,16,29.57142857,75.5,40.625,54.55357143,41,0,20.71428571,0,14,0,normal,danger,normal
38,2015,32,30,31.28571429,26,24,25,28.5,26.625,27.60714286,40,36,38.28571429,31,28,29.42857143,34.875,31.375,33.125,28,15,18.85714286,11,4,7.428571429,18.625,10.375,13.07142857,4.2,0.9,2.7,0,0,0,0.85,0.1875,0.569642857,94,88,91.85714286,72,60,66.71428571,85.625,77.375,82.07142857,84,35,68.14285714,52,10,32.28571429,67.5,27.125,47.25,41,0,20.71428571,0,13,1,normal,warning,normal
39,2015,33,32,32.14285714,25,25,25,28.5,28,28.19642857,40,37,38.42857143,30,28,29,34.125,32.5,33.375,33,17,24.85714286,14,4,9.714285714,22.375,11.25,16.76785714,7.8,1.2,3.414285714,0,0,0,1.3875,0.15,0.5125,91,87,89.42857143,64,59,61.57142857,80.125,77.25,78.01785714,73,41,58.14285714,38,10,21.28571429,49.125,26.5,34.75,90,48,69,0,13,0,normal,warning,normal
40,2015,33,31,32,26,25,25.42857143,28.75,27.25,28.05357143,39,36,37.85714286,30,28,29.28571429,34.125,31.625,33.05357143,21,13,17.14285714,9,2,4.857142857,15.125,7.875,11.30357143,6.1,0,2.328571429,0,0,0,1.4875,0,0.489285714,92,86,88.57142857,66,56,59.71428571,82.25,74.125,77.66071429,100,56,82,49,14,30.28571429,79.125,29.25,50.53571429,97,62,82,2,9,0,normal,warning,normal
41,2015,33,31,32,26,25,25.14285714,28.375,27.875,28.05357143,40,38,38.71428571,31,29,29.85714286,34.75,32.75,33.80357143,23,15,19.14285714,9,1,4,13.5,7.75,10.73214286,7.7,1.5,3.9,0,0,0,1.0625,0.3,0.610714286,92,86,88.85714286,64,57,60.57142857,80.625,75.375,78.05357143,86,30,48,23,11,14.14285714,45.375,18.125,28.42857143,55,14,34.42857143,1,9,0,normal,warning,normal
42,2015,32,31,31.85714286,25,25,25,28.25,27.75,28.07142857,40,37,38.57142857,30,29,29.42857143,34,32.875,33.33928571,25,12,17.14285714,6,1,3.428571429,12.25,6.75,9.214285714,6.5,0.9,3.914285714,0,0,0,1.0625,0.1375,0.673214286,90,85,88,66,57,60.42857143,80.375,73.125,77.30357143,94,45,67.85714286,31,16,20.14285714,48.875,32.625,42.03571429,28,0,11,0,18,0,normal,danger,normal
43,2015,33,30,32,25,24,24.71428571,28,27.125,27.82142857,40,36,38.14285714,29,27,28.28571429,33.125,31.25,32.42857143,26,19,22.71428571,14,3,9.714285714,18.125,10.75,15.08928571,3,0,1.457142857,0,0,0,1.3375,0,0.441071429,91,83,87.28571429,65,52,56.71428571,78.625,72.125,75.10714286,86,23,51.71428571,36,4,18,53.625,9.75,32.28571429,76,34,55,0,17,1,normal,warning,normal
44,2015,33,32,32.57142857,25,24,24.85714286,28.25,27.75,27.98214286,40,38,38.85714286,29,28,28.42857143,33.25,32,32.73214286,23,15,20,7,1,4.571428571,14,9.625,12.32142857,3.5,0,1.114285714,0,0,0,0.4625,0,0.160714286,85,80,82.42857143,56,50,52.57142857,73.75,69,71.73214286,82,26,50,20,2,9.285714286,48,11.875,25.08928571,97,69,84,0,9,3,normal,warning,normal
45,2015,33,30,32.14285714,25,24,24.85714286,28.25,27,27.83928571,39,35,37.85714286,29,28,28.57142857,33.125,31.5,32.55357143,29,17,22.28571429,16,5,9,20.875,11.875,14.96428571,5.4,0,1.228571429,0,0,0,0.675,0,0.153571429,89,82,85.14285714,68,49,56.57142857,80.75,69.875,74.46428571,100,37,65,37,3,14.28571429,77.25,15,32.32142857,62,21,41.28571429,1,16,0,normal,danger,normal
46,2015,33,33,33,25,24,24.42857143,28.25,27.875,28.01785714,39,38,38.42857143,29,27,28,32.625,32,32.35714286,27,22,24,17,4,10.71428571,19.5,14.5,16.78571429,0.6,0,0.242857143,0,0,0,0.075,0,0.030357143,89,78,85.14285714,52,49,50.85714286,73.875,67.375,71.80357143,74,17,40,10,3,5.857142857,24.375,7.875,17.5,21,0,9,0,7,0,normal,warning,normal
47,2015,33,32,32.71428571,25,24,24.85714286,28.5,27.875,28.14285714,39,37,38.14285714,29,27,28,32.875,31.75,32.23214286,27,18,21.85714286,11,3,6.142857143,17.875,10.25,13.875,1.9,0,0.371428571,0,0,0,0.275,0,0.051785714,81,78,79.85714286,55,45,49.57142857,72.125,64.5,68.48214286,86,31,60.42857143,25,3,12.71428571,40,15.75,29.30357143,69,28,48.14285714,0,10,0,normal,warning,normal
48,2015,33,32,32.85714286,25,23,24.42857143,28.5,27.25,28.08928571,38,37,37.85714286,29,26,27.71428571,33.375,31.375,32.41071429,25,16,19.14285714,12,2,6.285714286,15.375,10.375,12.32142857,2.5,0,0.828571429,0,0,0,0.3125,0,0.103571429,83,79,81,52,48,50,71,67.875,69.17857143,87,47,65.14285714,13,4,7.428571429,40.875,19.375,28.08928571,97,76,88,0,10,0,normal,warning,normal
49,2015,34,33,33.14285714,26,24,25.14285714,29.875,28.125,28.67857143,40,37,38.28571429,30,27,28.57142857,34.125,31.375,32.875,24,14,20,14,4,7.428571429,20,8.625,13.41071429,5.6,0,1.014285714,0,0,0,0.7,0,0.130357143,85,69,78.57142857,54,46,49,73.25,58.75,66.55357143,87,28,62.42857143,14,6,10.42857143,45.625,19.5,31.28571429,76,34,55,0,13,3,normal,danger,normal
50,2015,33,31,32.28571429,25,24,24.57142857,28.125,27.25,27.71428571,41,36,38.14285714,29,27,28,33,31.125,32.14285714,26,17,20.85714286,8,1,5.428571429,14.75,7.25,12.51785714,1.5,0,0.485714286,0,0,0,0.1875,0,0.0625,89,80,84.71428571,55,44,51.28571429,76.125,66.625,70.75,86,29,56.42857143,19,0,10.14285714,36.875,8.75,25.16071429,28,0,11,0,5,1,normal,normal,normal
51,2015,33,22,29.42857143,24,21,22.71428571,27.75,21.75,25.64285714,37,26,33.85714286,27,22,25.57142857,30.75,23.625,28.69642857,30,12,19,17,4,9.571428571,24.125,8.875,14.80357143,1.8,0,0.514285714,0,0,0,0.2875,0,0.080357143,91,72,82,72,45,58.28571429,81.125,59.125,71.875,100,25,62.85714286,43,2,19.14285714,75.625,13.25,38.66071429,55,14,34.42857143,2,2,0,normal,normal,normal
52,2015,33,30,32,24,22,22.85714286,27.5,25.375,26.875,40,34,37.28571429,27,25,26.42857143,31.875,28.75,30.94642857,25,11,19.57142857,11,5,8,16.5,9.125,12.89285714,0.2,0,0.028571429,0,0,0,0.05,0,0.007142857,86,70,78.14285714,60,33,44.42857143,74.25,56.125,64.10714286,85,8,26.14285714,23,0,4.571428571,53.25,2.125,12.89285714,97,62,82,0,0,0,normal,normal,normal
53,2015,33,33,33,23,23,23,27.125,27.125,27.125,35,35,35,25,25,25,29.25,29.25,29.25,25,25,25,10,10,10,18,18,18,0,0,0,0,0,0,0,0,0,73,73,73,41,41,41,57.375,57.375,57.375,46,46,46,7,7,7,23.25,23.25,23.25,90,90,90,0,2,2,normal,normal,normal
1,2016,33,30,32.42857143,25,22,23.71428571,28.25,25.75,27.32142857,37,34,36.14285714,28,23,26.42857143,31.75,29,30.44642857,28,11,20.42857143,10,3,6.428571429,17.5,8,12,1.1,0,0.285714286,0,0,0,0.1375,0,0.044642857,83,69,78.14285714,58,38,46.57142857,73.625,57,65.58928571,88,17,65.28571429,35,4,17.57142857,60.375,9,39.73214286,76,34,55,0,0,1,normal,normal,normal
2,2016,34,32,33,25,24,24.28571429,28.875,27.375,27.91071429,38,35,36.71428571,28,26,27,31.25,30,30.66071429,33,20,26.71428571,13,4,9.857142857,20.625,11.125,17.53571429,0,0,0,0,0,0,0,0,0,83,71,77.28571429,49,39,44.14285714,67.875,58.5,63.83928571,88,28,52.85714286,16,5,8.714285714,47,16.125,27,28,0,11,0,0,0,normal,normal,normal
3,2016,35,33,33.57142857,25,24,24.57142857,28.75,27.875,28.19642857,40,37,37.71428571,28,27,27.85714286,32.5,30.625,31.60714286,32,19,26.71428571,19,6,11.85714286,24.5,14.25,18.39285714,0.8,0,0.171428571,0,0,0,0.1,0,0.021428571,89,78,83.28571429,49,34,43.14285714,70.25,60.5,66.46428571,65,16,32.85714286,18,0,6.857142857,26.75,7.25,15.5,55,14,34.42857143,0,0,0,normal,normal,normal
4,2016,35,32,33.42857143,25,22,23.57142857,28.5,26.375,27.76785714,39,33,36,29,22,26.42857143,32.875,28,30.60714286,34,23,27.57142857,11,7,7.857142857,17.25,12.125,15.46428571,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,87,59,72.28571429,46,35,40.42857143,66.125,49.375,58.80357143,83,25,47,20,0,7.571428571,41.375,12.25,23.76785714,97,62,82,0,0,0,normal,normal,normal
5,2016,35,34,34.28571429,26,24,25,29,28.5,28.78571429,38,36,37.28571429,28,27,27.28571429,31.875,30.75,31.33928571,35,18,25.85714286,12,2,6.857142857,20,10,15.17857143,0,0,0,0,0,0,0,0,0,82,63,72.28571429,45,35,40,64.75,53.25,58.30357143,65,32,48,22,8,16.42857143,42.125,20.875,29.98214286,90,41,65,0,0,1,normal,normal,normal
6,2016,35,31,33,26,18,22.14285714,29,23.875,26.55357143,40,33,36.14285714,28,22,24.85714286,31.625,26.375,29.23214286,29,15,22.71428571,8,1,4.714285714,16.25,9.5,12.55357143,0.3,0,0.042857143,0,0,0,0.0375,0,0.005357143,79,61,69.71428571,40,30,35.57142857,62,50.375,55.625,46,5,19.14285714,21,0,4.857142857,32.25,1.625,10.98214286,34,0,14.85714286,0,0,0,normal,normal,normal
7,2016,35,34,34.42857143,24,23,23.71428571,28.625,27.75,28.17857143,39,36,37.14285714,27,26,26.71428571,32.125,30.125,30.82142857,35,23,29.85714286,12,4,8.142857143,20.125,15.5,17.73214286,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,86,64,76.42857143,39,32,36.28571429,64.625,52.375,59.375,49,8,31.57142857,14,0,7.857142857,28.25,3.375,17.10714286,48,7,27.57142857,0,0,0,normal,normal,normal
8,2016,35,34,34.71428571,25,23,23.57142857,29,27.625,28.14285714,41,35,37,27,26,26.14285714,31.625,29.375,30.35714286,36,21,29.28571429,11,4,8.142857143,20.375,15.625,17.60714286,0,0,0,0,0,0,0,0,0,81,62,72.42857143,37,26,32.71428571,61.5,49.625,54.33928571,36,8,21.28571429,12,0,3.857142857,18.125,5.125,10.80357143,97,55,76,0,0,1,normal,normal,normal
9,2016,35,34,34.42857143,24,23,23.85714286,28.875,27.75,28.41071429,37,36,36.57142857,27,26,26.42857143,31,30.125,30.53571429,31,18,23.57142857,12,1,5.571428571,16.75,10.5,13.80357143,0,0,0,0,0,0,0,0,0,69,63,65.85714286,36,31,33.42857143,54.125,49.5,51.82142857,45,11,33.14285714,19,7,12.28571429,31,10,20.44642857,97,55,76,1,1,4,normal,normal,normal
10,2016,36,34,35,24,23,23.85714286,28.75,27.75,28.35714286,43,38,39.85714286,28,27,27.14285714,32.5,30.875,31.64285714,33,28,29.71428571,11,6,8.428571429,20.625,15.625,18.16071429,0,0,0,0,0,0,0,0,0,86,69,79,44,33,38.42857143,66.5,56.75,62.08928571,38,9,17.85714286,5,0,2.714285714,14,4.625,8.571428571,48,7,27.57142857,5,0,3,normal,normal,normal
11,2016,36,34,34.85714286,26,25,25.42857143,29.5,28.625,29,40,38,38.85714286,28,28,28,32.625,31.5,31.98214286,36,27,31.28571429,19,6,11.71428571,25.125,18.25,20.71428571,0,0,0,0,0,0,0,0,0,83,76,80,46,35,42.28571429,66.5,57.375,63.75,87,34,67.14285714,20,6,10.28571429,35.625,16.875,29.91071429,34,0,14.85714286,5,0,6,normal,normal,normal
12,2016,36,35,35.14285714,26,24,24.57142857,29.375,28.375,28.85714286,40,39,39.57142857,28,26,27.57142857,32.625,31.625,32.17857143,36,28,31.28571429,18,7,12,22.75,18.5,20.75,0,0,0,0,0,0,0,0,0,91,79,85,43,33,39.42857143,65.875,61.5,64.41071429,66,20,47.42857143,5,0,1.857142857,25.75,5,15.23214286,83,41,62,0,0,2,normal,normal,normal
13,2016,36,34,35.14285714,26,24,25,29.625,28.75,29.19642857,39,37,38.14285714,28,26,27.28571429,32,30.75,31.44642857,37,31,33.71428571,15,6,10.85714286,25.625,18,21,0,0,0,0,0,0,0,0,0,83,64,72.57142857,41,32,35,61.75,50.375,55.375,63,9,35.14285714,24,3,10,42.125,6,20.28571429,97,69,86,4,0,2,normal,normal,normal
14,2016,36,34,35.42857143,26,25,25.42857143,29.625,29.25,29.44642857,39,38,38.71428571,29,28,28.71428571,33,31.875,32.53571429,32,27,29.57142857,18,11,13.85714286,24.875,18.625,21.05357143,0,0,0,0,0,0,0,0,0,84,79,81.71428571,41,35,38.28571429,63.375,60.125,62.23214286,61,20,36.14285714,16,4,8.571428571,34.25,10.625,19.16071429,62,21,41.28571429,2,0,1,normal,normal,normal
15,2016,38,34,36.14285714,28,25,26.14285714,31.5,29.625,30.23214286,42,38,40.42857143,33,29,30,36.625,33.5,34.35714286,32,20,26.57142857,15,7,11.14285714,23.125,14.25,17.75,0.9,0,0.228571429,0,0,0,0.2375,0,0.058928571,82,77,79.42857143,46,35,39.42857143,63.875,57.125,61.69642857,88,29,54.85714286,21,5,11.14285714,65.375,15.25,30,21,0,9,6,0,7,normal,normal,normal
16,2016,36,34,35,28,26,26.28571429,31,29.5,29.875,41,40,40.14285714,32,30,30.71428571,35,34.125,34.51785714,30,17,20.28571429,15,8,9.571428571,22.375,12,14.30357143,2.1,0.2,1.185714286,0,0,0,0.425,0.0375,0.246428571,85,74,82.42857143,47,41,44.57142857,68.375,60.5,65.89285714,89,69,83.71428571,31,17,24.71428571,62.75,34,56.85714286,69,28,48.14285714,3,0,1,normal,normal,normal
17,2016,37,36,36.71428571,29,27,27.71428571,31.875,30.75,31.28571429,43,40,41.42857143,34,31,32.28571429,37.375,34.625,35.91071429,31,23,27.71428571,13,10,11.71428571,21,16.5,19.23214286,1.4,0,0.314285714,0,0,0,0.1875,0,0.046428571,80,74,76.85714286,42,34,37.71428571,62,58.25,59.53571429,73,32,49.28571429,14,1,8.571428571,38.375,14.75,23.625,97,76,88,3,2,2,normal,normal,normal
18,2016,37,35,35.85714286,29,28,28.42857143,32.25,31.125,31.66071429,42,40,41.28571429,35,32,33.57142857,37.75,35.5,36.85714286,28,22,25.85714286,13,10,10.71428571,18.375,16.125,17.35714286,2.3,0,1.014285714,0,0,0,0.35,0,0.142857143,78,68,74,48,38,41.71428571,62.875,57.25,59.71428571,71,28,50,23,4,10.71428571,39.5,20.375,27.66071429,76,28,50.14285714,3,0,3,normal,normal,normal
19,2016,38,35,36.28571429,29,27,28.14285714,32.125,30.5,31.55357143,44,41,41.71428571,35,33,34,38.125,36.375,37.23214286,31,22,26.71428571,18,7,11.71428571,22.875,15.5,18.46428571,2.7,0,0.757142857,0,0,0,0.6,0,0.141071429,84,76,78.42857143,47,32,42.42857143,67.5,58.125,62.85714286,59,12,46.85714286,26,5,13.57142857,39.625,8.875,27.58928571,21,0,9,7,1,6,warning,normal,warning
20,2016,37,33,35.42857143,28,27,27.85714286,31.5,30.125,30.89285714,44,40,42,34,33,33.28571429,37.625,36,36.78571429,38,14,23.28571429,10,3,7.142857143,15,9.125,13.46428571,5,0,2.428571429,0,0,0,1.4375,0,0.608928571,84,79,80.71428571,58,39,46.71428571,73,63.125,66.53571429,100,65,80.14285714,39,12,24.14285714,61.75,34.375,46.96428571,62,21,41.28571429,14,2,6,danger,normal,warning
21,2016,35,30,33,28,26,26.57142857,30.625,28,29.39285714,42,36,39.57142857,33,30,31.57142857,36.25,33,35.21428571,38,15,24.85714286,14,7,10.71428571,23.25,11.25,17.19642857,4.3,0,1.928571429,0,0,0,0.75,0,0.403571429,91,82,87,73,48,60.28571429,82.125,69,75.25,100,70,86.57142857,41,25,34.14285714,70.875,49.375,58.73214286,97,69,86,10,2,12,warning,normal,danger
22,2016,34,28,32,28,26,26.71428571,30.25,27.625,29.01785714,41,34,38.28571429,33,31,31.85714286,35.75,33.125,34.85714286,25,15,19.14285714,18,5,9.428571429,21.875,10.625,14.66071429,2.9,0,1.614285714,0,0,0,1.6375,0,0.575,90,82,86.71428571,83,54,64.42857143,84.375,71.75,76.69642857,89,49,64.42857143,40,14,29.42857143,57.75,31.5,42.92857143,83,41,62,11,4,7,danger,normal,warning
23,2016,35,32,33.57142857,27,26,26.14285714,29.625,28.75,29.26785714,41,40,40.71428571,32,31,31.71428571,35.875,34.75,35.44642857,33,20,24.85714286,12,2,5.571428571,16,11.75,13.625,9.9,0.5,4.7,0,0,0,1.2875,0.0625,0.6,91,87,88.85714286,67,49,55.42857143,81,73.375,75.78571429,83,47,65.28571429,32,8,17.14285714,48.125,27.125,36.82142857,34,0,14.85714286,7,3,4,warning,normal,warning
24,2016,35,31,33.28571429,28,26,26.28571429,31,28.625,29.625,42,38,40.57142857,33,29,30.85714286,37.5,34.125,35.76785714,32,17,23.71428571,16,7,10.57142857,21,14,16.64285714,7.4,0,3.814285714,0,0,0,1.725,0,0.8875,92,85,89.57142857,66,52,58.42857143,80.25,68.5,75.08928571,92,47,69.14285714,38,16,25,56.625,35.625,45.96428571,48,7,27.57142857,9,6,6,warning,normal,warning
25,2016,33,31,31.71428571,26,25,25.42857143,29.25,27.125,27.98214286,41,37,38.28571429,32,28,29.71428571,36.125,31.75,33.35714286,29,12,19.14285714,10,2,4.285714286,16.375,7.875,10.76785714,7.6,1.3,3.8,0,0,0,1.175,0.225,0.596428571,94,86,90.57142857,64,57,61.28571429,82.75,73.25,79.35714286,100,37,73.85714286,55,11,27,83.875,23.75,50.35714286,97,55,76,4,7,11,normal,normal,danger
26,2016,32,27,29.71428571,25,24,24.71428571,27.625,25.125,26.69642857,38,30,34.85714286,30,27,28.57142857,33.125,28.625,31.26785714,36,18,27,11,5,8.285714286,22.125,12.125,16.14285714,5.3,2.1,3.685714286,0,0,0,1.7,0.475,1.010714286,97,91,94.14285714,86,63,72.57142857,92.375,81.125,85.75,100,40,86.85714286,76,19,49,95.125,27.125,67.76785714,97,55,76,1,5,3,normal,normal,normal
27,2016,34,31,32.42857143,26,25,25.14285714,29.125,27.75,28.30357143,40,36,38.42857143,30,28,29.14285714,34.375,32.25,33.41071429,36,15,21,12,2,7.714285714,17.75,11.375,14.64285714,1.8,0,0.357142857,0,0,0,0.225,0,0.048214286,94,86,90.57142857,68,53,59.71428571,80.375,72.875,77.14285714,95,39,64.71428571,41,8,18,58.875,27.875,41,41,0,20.71428571,4,8,2,normal,warning,normal
28,2016,33,31,32,26,25,25.28571429,28.5,27.25,27.91071429,40,37,38.14285714,30,28,28.85714286,33.875,31.375,32.64285714,41,26,33.28571429,19,6,13.28571429,26.5,14.875,20.82142857,11.4,1.5,5.828571429,0,0,0,1.95,0.1875,0.916071429,92,87,89.42857143,66,57,61.57142857,82.375,73.625,79.07142857,69,38,57.85714286,40,17,27.57142857,52.25,24.5,40.51785714,41,0,20.71428571,3,11,2,normal,danger,normal
29,2016,33,30,31.28571429,26,24,24.71428571,28.75,26.75,27.57142857,42,36,38.28571429,31,28,29.14285714,35.625,31.125,33.08928571,19,16,17.71428571,11,2,7.571428571,15.25,10.125,12.96428571,3.4,0.8,2.242857143,0,0,0,0.525,0.25,0.417857143,95,89,92.85714286,73,60,67.14285714,85.875,78.5,82.73214286,89,26,62.42857143,51,9,31.14285714,68,19.375,45.125,90,48,69,1,3,5,normal,warning,normal
30,2016,32,29,30.28571429,26,24,24.42857143,28,26.375,26.82142857,38,35,36.42857143,30,28,28.28571429,33,30.875,31.53571429,24,19,20.71428571,14,10,12.28571429,17.375,15.375,16.35714286,3.4,1,2.3,0,0,0,0.675,0.2125,0.478571429,94,90,92.71428571,74,59,69.85714286,85.625,79.125,83.98214286,89,75,82.71428571,43,33,38.14285714,65.25,57,60.28571429,97,62,82,3,10,1,normal,danger,normal
31,2016,32,30,31.42857143,26,24,25.14285714,28.25,27,27.71428571,39,35,37.42857143,29,28,28.57142857,33,31,32.30357143,40,20,29,20,6,13.14285714,26,14.625,19.625,6.4,0.1,3.928571429,0,0,0,1.4125,0.0375,0.746428571,92,87,90,74,58,64.57142857,83.75,74.625,79.5,100,41,75.42857143,48,10,26.71428571,64.875,28.375,46.08928571,55,14,34.42857143,2,9,3,normal,warning,normal
32,2016,33,31,32.14285714,26,24,24.85714286,28.25,27.25,27.78571429,39,37,38,30,28,28.57142857,33,31.375,32.26785714,36,22,31.28571429,22,7,15.42857143,26.375,16.75,22.83928571,7.4,1.5,4.114285714,0,0,0,1.1,0.3625,0.6375,92,87,89.42857143,64,58,61.14285714,80.5,73.875,78.14285714,96,45,71.42857143,37,15,25,54.625,29.625,43.625,28,0,11,2,13,0,normal,danger,normal
33,2016,33,32,32.14285714,26,25,25.57142857,28.75,27.875,28.32142857,40,38,38.85714286,30,29,29.42857143,33.375,33,33.125,36,30,33.42857143,23,18,20.85714286,29.5,24.625,27.92857143,8.3,0.8,3.214285714,0,0,0,1.1625,0.1,0.444642857,92,87,89.71428571,67,60,63.85714286,80.625,75.875,78.82142857,74,39,57.42857143,22,14,17.42857143,38.5,29.75,34.375,76,34,55,1,6,0,normal,warning,normal
34,2016,34,32,33,26,25,25.71428571,29.25,28.25,28.71428571,41,38,39.71428571,31,30,30.42857143,35,33.125,34.17857143,34,20,24.57142857,25,7,12.71428571,28.875,15,17.94642857,4.3,0,2.214285714,0,0,0,0.95,0,0.423214286,94,85,90,64,54,59.28571429,80.875,75.625,78.05357143,100,40,66.85714286,35,10,20,48.75,22.25,39.08928571,97,76,88,0,7,0,normal,warning,normal
35,2016,33,31,32.57142857,27,25,26.28571429,29.5,27.75,28.75,41,38,39.71428571,33,30,31.57142857,36.125,33.75,34.89285714,26,14,20,14,4,7.571428571,16.25,10.5,13.28571429,3.8,1,2.771428571,0,0,0,1.075,0.1625,0.55,92,84,88.28571429,70,57,61.14285714,82.125,72.625,77.89285714,84,44,62.28571429,25,12,17.42857143,44.375,24.75,36.67857143,69,21,47.14285714,0,3,0,normal,normal,normal
36,2016,34,31,32.42857143,26,25,25.28571429,28.75,27.625,28.28571429,40,38,39,30,29,29.42857143,34.125,32.875,33.46428571,35,23,28.42857143,18,10,13.42857143,21.375,18.25,19.33928571,7.1,0,3.814285714,0,0,0,1.025,0,0.526785714,92,86,88.71428571,68,55,60.85714286,82,75.125,77.89285714,100,40,60,27,9,18.42857143,46.125,22.25,34.35714286,21,0,9,0,1,1,normal,normal,normal
37,2016,32,27,30.71428571,25,24,24.28571429,27.875,25.5,27.10714286,39,32,36.42857143,29,26,27.71428571,32.375,29.125,31.41071429,34,20,26.57142857,18,9,13.28571429,21.375,15.25,18.83928571,7.9,0.7,3.657142857,0,0,0,2.1,0.1,0.717857143,94,90,92.28571429,85,59,67.28571429,91.125,76.375,82.33928571,100,70,84.85714286,60,12,33.28571429,92.25,33,58.10714286,69,28,48.14285714,1,2,0,normal,normal,normal
