weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
20,2014,36,34,35.28571429,27,27,27,30.875,29.875,30.375,44,42,43.14285714,34,32,33.28571429,38,36.625,37.375,28,16,21,10,2,5.571428571,14.25,8.375,11.08928571,5.8,1.3,3.428571429,0,0,0,1.025,0.2875,0.610714286,88,85,86.42857143,53,46,49.14285714,73.875,68.875,71,51,31,41.28571429,20,9,13.14285714,29.875,19.875,24.41071429,97,69,86,2,14,7,normal,warning,warning
21,2014,36,34,35.28571429,27,26,26.85714286,30.75,29.875,30.17857143,47,41,43.57142857,34,32,32.85714286,38.25,36.125,37.16071429,21,15,17.42857143,11,4,5.571428571,13,9.125,10.55357143,7,0.3,2.571428571,0,0,0,0.925,0.05,0.351785714,88,82,85.28571429,54,46,50,72.75,67.25,70.35714286,71,31,46.57142857,15,7,11,36.375,18.5,24.78571429,83,41,62,1,17,7,normal,danger,warning
22,2014,35,32,34.28571429,27,26,26.57142857,30.375,28.375,29.66071429,44,40,43.14285714,34,31,32.42857143,37.875,35.5,36.98214286,19,12,16.28571429,5,1,2.857142857,12.25,6.125,8.964285714,6.5,0,2.971428571,0,0,0,1.0875,0,0.423214286,93,85,89,63,50,55.14285714,81.875,70.75,75.42857143,82,28,47.57142857,20,13,15.28571429,40.875,20,29.41071429,34,0,14.85714286,2,13,12,normal,warning,danger
23,2014,35,33,33.85714286,26,25,25.85714286,29.875,28.75,29.19642857,43,40,41.57142857,33,30,31.57142857,37,34.875,35.80357143,25,16,19.14285714,12,2,6.857142857,16.5,10.5,13.125,4.6,0,2.142857143,0,0,0,0.7,0,0.317857143,93,90,91.28571429,62,53,55.85714286,79.25,74.875,77.51785714,100,29,61,32,12,19.28571429,52.875,22.375,34.64285714,48,7,27.57142857,0,28,2,normal,danger,normal
24,2014,33,30,31.28571429,26,25,25.28571429,28.375,27.25,27.67857143,39,37,38.28571429,31,29,29.85714286,34.375,32.5,33.14285714,26,16,19.28571429,9,4,5.857142857,16,8.75,12.125,5.8,0.2,1.971428571,0,0,0,0.975,0.025,0.328571429,95,93,93.71428571,70,56,64.57142857,85,79,83,100,61,84.28571429,49,21,35.71428571,72.875,46.625,58.98214286,97,55,76,2,18,3,normal,warning,normal
25,2014,32,29,30.85714286,25,25,25,28,27,27.57142857,40,35,37.71428571,30,28,29.14285714,33.75,31.375,32.625,26,19,22.42857143,13,6,9.857142857,18.5,10.625,15.14285714,12,1.8,4.6,0,0,0,1.6375,0.475,0.732142857,96,92,93.71428571,75,62,67.28571429,86.125,80.125,83.21428571,100,65,84.57142857,55,20,32,82.25,43.875,57.32142857,97,55,76,0,18,4,normal,warning,normal
26,2014,34,31,32.28571429,25,25,25,28.625,26.875,27.80357143,40,37,38.71428571,30,28,29.14285714,34,31.25,32.82142857,24,15,18.57142857,13,5,9.714285714,18,11,13.92857143,4.1,0.1,1.771428571,0,0,0,0.6125,0.0125,0.2875,95,85,92.28571429,69,52,60.14285714,85.5,73.125,79.5,100,41,68.85714286,44,9,18.71428571,71,20.375,38.44642857,48,0,26.57142857,0,6,6,normal,normal,normal
27,2014,34,30,32.57142857,25,25,25,28.625,27.375,28.05357143,42,38,39.85714286,30,29,29.42857143,34.375,32.625,33.625,28,18,23.85714286,15,6,9.857142857,21,13.125,15.92857143,7,0,3.885714286,0,0,0,0.875,0,0.546428571,95,90,93,75,56,63,84.125,77.125,81.33928571,100,36,72.42857143,28,14,18.85714286,56.125,25.625,41.21428571,41,0,20.71428571,0,3,4,normal,normal,normal
28,2014,33,29,31.14285714,25,24,24.57142857,28.375,25.875,27.21428571,41,34,36.85714286,29,27,28.28571429,33.375,30.125,31.78571429,32,14,22.71428571,16,5,10.71428571,19.625,9,15.33928571,6.5,0,1.871428571,0,0,0,1.2625,0,0.3125,97,85,92,75,50,63.42857143,89.875,71.375,81.28571429,100,83,91.28571429,59,29,40.71428571,72.25,51,59.375,90,48,69,0,3,4,normal,normal,normal
29,2014,33,29,31.57142857,25,24,24.28571429,27.875,25.75,27.21428571,39,34,37.28571429,28,27,27.85714286,32.75,29.5,31.625,29,17,21.42857143,14,2,8.714285714,21.125,11.875,15.625,3.5,0,0.871428571,0,0,0,0.4875,0,0.144642857,95,89,92.57142857,71,53,61.28571429,88.625,73.75,80.55357143,100,52,75.28571429,53,7,27.57142857,66.5,25.75,44.64285714,97,62,82,0,1,2,normal,normal,normal
30,2014,33,29,31.14285714,25,23,24,27.5,26,26.91071429,38,33,36.57142857,28,26,27.28571429,32,29.375,31.25,29,21,23.85714286,15,7,11.85714286,21,13,16.83928571,8.1,2,4,0,0,0,1.0125,0.3875,0.598214286,94,90,92.42857143,76,56,64.42857143,86.125,80.125,82.05357143,100,50,72.57142857,54,15,27.57142857,66.25,39,49.76785714,55,14,34.42857143,0,3,3,normal,normal,normal
31,2014,32,29,30.71428571,25,24,24.57142857,27.625,26.5,27.10714286,38,34,36.14285714,29,27,28,32,30.75,31.5,30,23,26,14,10,12.14285714,19.375,16.125,18.10714286,3.5,0.5,1.9,0,0,0,0.7,0.0625,0.4125,95,90,93.42857143,77,60,66.71428571,87.25,77.625,82.25,100,47,79.14285714,40,28,32.57142857,64,37.875,51.14285714,28,0,11,0,1,2,normal,normal,normal
32,2014,34,31,33.28571429,25,24,24.42857143,28.75,26.5,27.96428571,41,37,39.28571429,30,27,28.14285714,33.875,30.625,32.73214286,22,17,19.42857143,11,4,8.428571429,16.125,10.75,14.03571429,4.6,0,1.757142857,0,0,0,0.675,0,0.258928571,96,85,90,67,47,53.85714286,85.5,71,75.42857143,87,42,65,46,4,16.14285714,64.25,15.75,33.96428571,76,34,55,0,0,2,normal,normal,normal
33,2014,35,33,34.28571429,26,25,25.14285714,29.125,27.75,28.69642857,44,40,42.14285714,31,29,30.14285714,35.375,33.25,34.51785714,19,11,15.71428571,9,4,6.142857143,14.5,7.75,10.23214286,6.1,0,1.371428571,0,0,0,0.7875,0,0.182142857,94,87,90,59,47,52.71428571,82.625,69.5,75.67857143,90,29,50.14285714,36,8,14.85714286,58.75,15.375,28.96428571,97,76,88,0,3,5,normal,normal,normal
34,2014,35,30,33.14285714,26,25,25.28571429,29.25,26.75,28.28571429,44,36,41.85714286,31,29,30,35.75,32,34.44642857,17,11,14,5,0,3,9.5,6.875,8.392857143,9.6,0.3,2.985714286,0,0,0,1.7375,0.0375,0.473214286,93,88,91.28571429,70,55,60,84.25,73.875,78.76785714,100,28,63.57142857,26,8,17.57142857,50.5,18.75,34.28571429,69,28,48.14285714,0,1,3,normal,normal,normal
35,2014,32,30,30.71428571,24,24,24,27,26.25,26.53571429,38,35,36.14285714,28,27,27.57142857,31.875,30.375,30.85714286,19,13,16.14285714,9,2,6.285714286,13.5,9.875,11.125,5,0.2,1.814285714,0,0,0,0.65,0.0375,0.232142857,96,92,94.28571429,71,56,64.85714286,86.125,78.875,83.625,100,48,77.85714286,57,17,34.57142857,68.125,25,51.75,21,0,11,0,0,5,normal,normal,normal
36,2014,33,30,31.42857143,25,24,24.28571429,27.875,26.375,27.05357143,40,35,37.42857143,29,27,27.71428571,33,30,31.67857143,25,14,18.85714286,12,4,7.285714286,16.75,9.875,12.5,5.9,0,1.642857143,0,0,0,0.8875,0,0.269642857,95,89,92.85714286,71,52,63.28571429,85.75,76.75,82.05357143,100,57,82,52,6,29.85714286,64.75,25.375,51.32142857,69,28,48.14285714,0,0,2,normal,normal,normal
37,2014,32,27,30.28571429,25,24,24.57142857,27.625,25.375,26.80357143,38,31,36,29,27,28.28571429,32.375,28.75,31.30357143,29,16,21,16,5,11.42857143,21.875,12.75,16.19642857,5.4,0.4,3.585714286,0,0,0,1.1,0.075,0.6625,95,91,93.85714286,84,62,70.14285714,91,81.75,85.5,100,63,86,46,22,31.28571429,69,43.75,57.10714286,97,76,88,0,1,4,normal,normal,warning
38,2014,33,31,32.57142857,25,23,24.42857143,28.5,26.375,27.78571429,45,36,40,31,27,28.71428571,35.5,30.75,33.51785714,23,11,16.57142857,10,1,5.857142857,15.875,5.875,10.96428571,7.7,0.3,2.4,0,0,0,0.975,0.0375,0.346428571,96,90,92.85714286,63,54,58.71428571,84.75,77,79.66071429,87,41,58.57142857,38,8,16.28571429,49.375,22.125,30.03571429,76,34,55,0,4,13,normal,normal,warning
39,2014,33,31,32.42857143,25,24,24.28571429,28,27.25,27.625,43,39,41,29,28,28.42857143,34,32.375,33.28571429,21,12,16,7,2,4.285714286,11.625,6.625,9.446428571,10.5,1.2,4.128571429,0,0,0,2.025,0.2375,0.771428571,96,91,93.42857143,67,52,59.57142857,83.875,78.625,80.83928571,100,31,60.57142857,20,11,16.14285714,53.625,20.375,35.73214286,28,0,11,0,0,16,normal,normal,warning
40,2014,33,29,31.71428571,25,23,24,28.125,26,27.25,43,35,39.28571429,29,27,27.85714286,34.125,30.5,32.39285714,30,11,17.28571429,5,2,2.857142857,10.5,6,8.410714286,8.2,0.1,2.157142857,0,0,0,1.2875,0.0125,0.323214286,97,90,92.71428571,71,57,61.71428571,84.75,76.25,80.76785714,100,39,68.85714286,29,15,19.85714286,63.375,24.25,40.83928571,55,14,34.42857143,0,2,20,normal,normal,danger
41,2014,33,29,31.71428571,24,23,23.42857143,27.5,26,26.80357143,40,33,38.57142857,27,26,26.85714286,32.625,29.75,31.625,18,11,15.42857143,9,2,4.142857143,13.25,8.125,10.23214286,3.5,0.9,2.071428571,0,0,0,0.5375,0.1625,0.344642857,96,90,92.85714286,66,58,61.28571429,84.375,78,81.35714286,100,34,51.42857143,34,7,17.28571429,60.375,20.75,32.98214286,97,62,82,0,2,11,normal,normal,warning
42,2014,33,30,32.14285714,25,24,24.57142857,27.875,27.125,27.60714286,43,37,40.42857143,29,28,28.42857143,33.75,31.75,33.17857143,22,8,14.57142857,9,1,3.428571429,11.625,4.875,8.017857143,9.9,0.4,3.714285714,0,0,0,1.25,0.05,0.503571429,94,89,91.85714286,69,59,63.85714286,82.375,78.75,80.55357143,82,39,60.71428571,29,11,19.85714286,48.875,27.375,36.21428571,90,48,69,0,0,11,normal,normal,warning
43,2014,33,31,32,25,24,24.42857143,27.625,26.75,27.19642857,42,39,40.42857143,29,28,28.28571429,33.75,31.75,32.83928571,22,12,16,9,1,4,11.625,6.25,9.232142857,6,0.7,3.528571429,0,0,0,0.975,0.1,0.560714286,95,92,93.42857143,71,61,64.57142857,85.375,81.125,82.875,100,27,62.85714286,35,8,21.85714286,62.875,19.625,37.39285714,41,0,20.71428571,0,0,14,normal,normal,warning
44,2014,33,30,31.71428571,25,23,24,27.75,26.5,27.19642857,41,37,39.85714286,29,28,28.14285714,33.875,31.625,32.69642857,19,11,15.42857143,9,0,3.285714286,12.5,7.125,8.767857143,4.8,0,1.828571429,0,0,0,0.6625,0,0.294642857,95,89,91.85714286,68,55,63.42857143,85.375,76.875,81.42857143,100,43,65.85714286,27,4,18.42857143,63.5,19.625,36.92857143,48,0,24.57142857,0,1,15,normal,normal,warning
45,2014,33,32,32.14285714,25,23,23.85714286,27.75,27,27.23214286,41,38,39.71428571,28,26,27.42857143,33.5,31.875,32.39285714,23,13,18.14285714,10,1,4.142857143,16.75,6.5,11,1.6,0,0.9,0,0,0,0.2125,0,0.125,96,89,91.57142857,62,58,59.42857143,82.5,77.875,79.05357143,81,24,49.71428571,17,8,11.71428571,36.25,14.625,25.19642857,97,55,76,0,2,18,normal,normal,danger
46,2014,33,32,32.28571429,24,23,23.42857143,27.125,26.875,27.03571429,44,38,40.57142857,27,26,26.71428571,32.625,30.75,31.96428571,23,10,15.85714286,4,1,2.428571429,9.5,6.75,8.107142857,1.2,0,0.3,0,0,0,0.1625,0,0.039285714,92,84,89.14285714,62,52,55.71428571,79.875,71.375,75.69642857,68,37,48.14285714,18,0,9.142857143,32.125,18.625,24.69642857,97,55,76,0,1,1,normal,normal,warning
47,2014,32,31,31.85714286,25,23,23.71428571,27.625,26.375,27.14285714,42,35,39,29,26,27.57142857,33.625,29.875,32.19642857,20,10,15,6,1,3.714285714,9.625,6.75,8.303571429,7.6,0.7,3.642857143,0,0,0,0.975,0.0875,0.467857143,95,83,90.42857143,64,55,59.85714286,81.625,74.5,78.83928571,84,45,60.57142857,27,9,15.85714286,40.75,27,34.01785714,48,7,27.57142857,0,2,12,normal,normal,danger
48,2014,32,30,31.57142857,25,24,24.14285714,27.5,26.375,27.16071429,42,37,39.71428571,29,27,28.14285714,33.625,30.875,32.46428571,22,11,15.57142857,8,1,4.428571429,14.375,6.75,9.660714286,8.5,0.1,2.257142857,0,0,0,1.0625,0.0125,0.2875,95,89,91.85714286,68,58,62.28571429,81.875,75.5,80.16071429,72,34,49.57142857,15,9,12.28571429,39.625,18.625,29.32142857,34,0,14.85714286,0,1,11,normal,normal,warning
49,2014,32,31,31.14285714,24,23,23.71428571,27.125,25.875,26.66071429,39,37,38,28,26,27.14285714,32.25,30.125,31.44642857,23,9,15.42857143,8,2,4.571428571,12,6.375,9.464285714,4.3,0.3,1.757142857,0,0,0,0.55,0.0625,0.2375,94,90,91.85714286,68,59,63.57142857,82.75,77.25,80.67857143,67,32,53.28571429,25,9,14.71428571,41.5,19.875,30.78571429,83,41,62,3,2,12,normal,normal,warning
50,2014,32,29,30.85714286,24,21,22.42857143,26.375,24.5,25.75,38,32,35.85714286,26,23,24.85714286,31.25,27.375,29.41071429,28,10,20.42857143,11,3,6.571428571,19.125,6.75,12.78571429,4.2,0,1.142857143,0,0,0,0.55,0,0.1625,95,83,89.71428571,64,54,58.14285714,83.25,73,77.375,100,25,48.71428571,17,3,10.71428571,41.875,10.625,24.64285714,97,69,86,1,3,13,normal,normal,warning
51,2014,32,29,31,23,21,22,26.375,24.625,25.66071429,38,32,35.57142857,26,21,24,30.875,26.75,28.89285714,31,13,19.57142857,10,1,4.285714286,17.5,6.875,11.75,1.5,0,0.671428571,0,0,0,0.2125,0,0.107142857,93,81,89,58,52,55.71428571,80.125,70.625,75.46428571,81,38,64.42857143,30,7,19,52.375,25.125,38.875,62,21,41.28571429,1,0,22,normal,normal,danger
52,2014,33,29,31.42857143,25,22,23.71428571,27.875,24.625,26.73214286,39,34,36.85714286,29,22,26.85714286,32.75,27.5,30.92857143,16,11,13.57142857,5,1,3.714285714,9.625,6,8.232142857,5.2,0,1,0,0,0,0.65,0,0.126785714,91,79,84.71428571,59,52,54.28571429,76.75,70.875,73.55357143,77,47,54.85714286,21,4,12,38.75,21.875,28.5,21,0,9,1,1,5,normal,normal,normal
1,2015,32,27,30.57142857,24,20,22.57142857,27.25,23.625,25.85714286,39,30,35.28571429,28,21,25,31.375,25.375,29.21428571,15,10,12.85714286,5,1,3.285714286,9.25,6.125,7.875,2,0,0.442857143,0,0,0,0.25,0,0.055357143,90,79,84.28571429,63,50,54.57142857,74.75,66.875,71.89285714,69,25,47.42857143,28,9,16.85714286,44.875,17.25,29.66071429,83,41,62,2,0,1,normal,normal,normal
2,2015,32,31,31.71428571,24,22,23,27.375,26,26.67857143,39,36,37.14285714,27,26,26.28571429,30.625,29.875,30.14285714,17,12,14.57142857,4,1,2.428571429,8.625,5.625,7.464285714,1,0,0.228571429,0,0,0,0.125,0,0.030357143,85,78,82.57142857,54,47,49.85714286,72,65.625,68.53571429,84,37,54,17,2,7.857142857,39.75,16.875,25,97,69,86,1,0,1,normal,normal,normal
3,2015,31,29,30.28571429,21,20,20.71428571,25.25,24,24.64285714,37,31,33.28571429,24,22,23,28.625,26.25,27.41071429,28,13,17.71428571,5,0,3,11.375,7.375,9.196428571,0,0,0,0,0,0,0,0,0,84,71,75.42857143,47,34,39.28571429,62.625,56.25,59.58928571,58,3,20.85714286,14,0,4.285714286,26.625,0.75,10.16071429,62,21,41.28571429,0,2,0,normal,normal,normal
4,2015,32,30,31.28571429,21,20,20.57142857,25.625,24.375,25.01785714,39,32,36.42857143,25,22,23.28571429,30,26.875,28.44642857,29,20,23.85714286,5,1,3.857142857,13,10.25,11.73214286,0,0,0,0,0,0,0,0,0,84,75,78.57142857,41,35,37.28571429,63.125,56.75,60.48214286,34,4,9.714285714,4,0,0.571428571,14,0.5,3.428571429,21,0,9,0,7,0,normal,normal,normal
5,2015,33,31,32,23,20,21.28571429,26.5,25,25.78571429,40,34,36.57142857,25,23,23.85714286,29.875,28,28.67857143,32,19,25,7,3,5.285714286,15.75,11.75,13.42857143,0,0,0,0,0,0,0,0,0,82,66,72.57142857,38,30,35.42857143,62.375,51.125,56.17857143,46,4,19.71428571,19,0,5.857142857,30.5,0.5,10.69642857,76,28,52.14285714,1,1,1,normal,normal,normal
6,2015,32,31,31.42857143,22,20,20.57142857,25.875,24.375,25.01785714,35,33,33.85714286,23,21,22.28571429,28,26.625,27.17857143,30,17,25.71428571,8,1,4,15.5,9.625,12.48214286,0,0,0,0,0,0,0,0,0,81,65,71.57142857,33,29,31.57142857,57,50.625,53.96428571,14,7,11.14285714,3,0,1.142857143,7,4.625,5.714285714,97,76,88,0,3,1,normal,normal,normal
7,2015,34,31,32.42857143,23,20,21.28571429,27.75,25.125,25.92857143,37,33,34.57142857,27,22,23.28571429,30.375,26.625,27.91071429,36,25,28.71428571,13,6,8.857142857,17.875,14,16.10714286,0,0,0,0,0,0,0,0,0,92,77,80.85714286,42,31,36.71428571,66.625,55.625,61.19642857,26,2,12.85714286,6,0,2,10.875,0.25,6.017857143,69,28,48.14285714,1,3,0,normal,normal,normal
8,2015,34,32,32.85714286,24,23,23.71428571,27.75,27.125,27.41071429,37,35,35.85714286,27,26,26.14285714,30.5,29.625,29.94642857,27,22,24.71428571,13,5,9.142857143,20.5,15,17.125,0.2,0,0.042857143,0,0,0,0.025,0,0.005357143,85,75,80.28571429,51,35,43.42857143,69,58.625,64.57142857,90,30,58.85714286,26,6,14,38.625,19.25,28.66071429,21,0,9,0,1,0,normal,normal,normal
9,2015,36,33,33.85714286,25,23,24,28.875,27.375,28.10714286,39,36,37.42857143,28,26,27.14285714,31.625,30,31.03571429,29,24,26.42857143,14,2,9.142857143,19.25,12.625,16.60714286,0,0,0,0,0,0,0,0,0,87,78,82.71428571,44,33,39.42857143,66.625,59,62.98214286,81,20,38.42857143,29,0,9,48.625,8.125,21.10714286,69,21,45.28571429,0,0,0,normal,normal,normal
10,2015,35,26,33.14285714,25,24,24.57142857,28.75,25.625,28.03571429,39,28,35.85714286,27,27,27,32,27.375,30.375,35,21,29.42857143,19,9,13.28571429,22.875,13.625,19.66071429,0.2,0,0.028571429,0,0,0,0.025,0,0.003571429,84,69,77.57142857,62,34,39.71428571,64.25,58,60.91071429,88,15,38.28571429,21,4,10.42857143,51,8.75,22.01785714,97,76,88,1,1,1,normal,normal,normal
11,2015,36,35,35.85714286,25,25,25,29.375,29,29.26785714,40,38,39.42857143,29,28,28.14285714,32.625,32.125,32.33928571,21,19,20.28571429,12,5,8.714285714,15.25,12.25,13.85714286,0.4,0,0.142857143,0,0,0,0.0625,0,0.025,79,74,76.28571429,39,34,36.42857143,61.25,57.5,59.71428571,89,78,84.14285714,27,16,20.42857143,54.375,28.625,44.01785714,76,34,55,1,2,1,warning,normal,normal
12,2015,36,33,34.28571429,25,24,24.85714286,30.125,28,28.83928571,39,36,37.14285714,28,27,27.14285714,32.375,30,31.16071429,38,19,32,15,10,11.85714286,24.125,14.375,20.89285714,0.8,0,0.128571429,0,0,0,0.125,0,0.019642857,82,64,75.57142857,45,30,37.28571429,64.5,50.625,58.39285714,90,21,51.57142857,24,6,11.71428571,47.5,11.625,27.41071429,28,0,11,16,4,4,warning,normal,normal
13,2015,38,34,36.14285714,26,25,25.85714286,30.625,29.5,30.01785714,40,38,39.14285714,29,28,28.57142857,33,32.25,32.67857143,39,28,32.57142857,15,7,11.42857143,23.625,18.625,21,0,0,0,0,0,0,0,0,0,82,65,70.42857143,42,30,34.57142857,63.25,50.625,55.42857143,66,18,34.71428571,15,3,8.428571429,37.875,9.25,19.21428571,55,14,34.42857143,18,8,1,danger,normal,normal
14,2015,37,35,35.57142857,27,26,26.42857143,30.5,29.875,30.16071429,40,38,39.14285714,31,28,30,34.875,32.125,33.67857143,34,22,27.85714286,17,4,11.28571429,24.5,13,18.48214286,1,0,0.314285714,0,0,0,0.2125,0,0.053571429,82,74,78.14285714,44,22,37.71428571,65,52.125,60.51785714,75,9,50.57142857,16,0,8.714285714,39.375,4,25.07142857,97,62,82,8,3,1,warning,normal,normal
15,2015,37,28,34.57142857,27,25,26.28571429,30.625,27.125,29.60714286,40,31,38.28571429,30,29,29.71428571,34.125,30.375,33.17857143,33,17,25.28571429,10,5,7.857142857,20.25,13,16.17857143,5.3,0,1.385714286,0,0,0,1.9375,0,0.430357143,83,70,75,66,30,41.28571429,69,52.875,60.44642857,86,12,53.42857143,28,5,15.57142857,56.375,8.125,32.28571429,90,48,69,5,4,1,warning,normal,normal
16,2015,36,35,35.42857143,28,26,27.14285714,31.625,30,30.625,43,38,40,34,30,31.28571429,38.25,33.375,35,34,24,29.57142857,18,2,11.14285714,25,11.375,18.53571429,0.7,0,0.171428571,0,0,0,0.175,0,0.042857143,83,71,76.14285714,46,38,41.14285714,64.125,58.125,60.28571429,62,33,46.28571429,13,5,10.57142857,27,13.875,22.73214286,41,0,20.71428571,9,6,2,danger,normal,normal
17,2015,36,34,34.85714286,28,27,27.14285714,30.625,29.625,30.30357143,40,39,39.42857143,32,30,30.71428571,35,33.75,34.33928571,34,23,28.71428571,14,3,8.142857143,18.375,14.375,16.33928571,6.8,0,2.442857143,0,0,0,1,0,0.3625,80,67,73.14285714,50,37,42.85714286,68.375,55.25,60.375,89,45,61.71428571,33,5,18.85714286,60.125,23.75,37.14285714,41,0,20.71428571,4,6,2,warning,normal,normal
18,2015,35,34,34.85714286,28,26,27.14285714,30.625,29.875,30.33928571,42,39,40.28571429,33,31,31.71428571,36.5,34.25,35.39285714,35,21,25.42857143,12,7,9.142857143,18.125,14,15.92857143,4.9,0,2.185714286,0,0,0,1.2875,0,0.535714286,83,77,80,49,41,45.28571429,66.75,63,65.03571429,100,46,65.85714286,20,7,14.57142857,48.25,26.375,35.80357143,97,48,75,6,6,2,danger,normal,normal
19,2015,36,34,34.71428571,28,27,27.71428571,30.75,30.375,30.51785714,42,40,40.57142857,33,32,32.42857143,36.5,35.5,36.01785714,37,21,28.14285714,12,6,9.142857143,18.5,14.875,16.94642857,4,0,2.228571429,0,0,0,0.55,0,0.335714286,81,76,78.28571429,52,41,47.85714286,67.875,63.875,65.83928571,77,43,57.85714286,29,0,17.14285714,39.875,18.375,31.44642857,97,55,76,3,0,0,warning,normal,normal
20,2015,36,34,34.85714286,28,27,27.57142857,31.125,30,30.67857143,41,40,40.42857143,34,32,33.14285714,37.125,35.75,36.28571429,28,21,25,12,4,9.142857143,19.75,13.125,16.21428571,5.7,0.3,2.757142857,0,0,0,1.8375,0.0375,0.616071429,82,78,79.85714286,52,39,46.42857143,69.625,62.25,65.76785714,90,26,59.14285714,33,4,15.57142857,52.875,14.625,32.66071429,48,7,27.57142857,9,4,6,danger,warning,normal
21,2015,35,33,33.85714286,28,27,27.57142857,30.75,29.875,30.30357143,41,39,40.28571429,35,32,33.14285714,37.125,35,36.21428571,36,19,27.57142857,15,9,12.57142857,22.75,15.125,18.67857143,4.3,0.7,2.614285714,0,0,0,1.2,0.0875,0.591071429,84,79,82.14285714,57,47,54,72.125,64.75,69.10714286,80,43,65.42857143,19,8,12.85714286,33.75,25.375,30.26785714,34,0,14.85714286,6,7,2,normal,warning,normal
22,2015,35,33,34.14285714,27,26,26.85714286,30.625,29.5,30.10714286,41,39,39.85714286,34,31,32.42857143,36.25,35.125,35.75,34,18,28.71428571,14,3,9.714285714,20.25,12.875,17.26785714,5.2,0.1,2.528571429,0,0,0,1.3875,0.0125,0.458928571,87,81,83.85714286,54,43,49.42857143,72.75,65.5,68.98214286,87,30,57.42857143,16,6,12.42857143,36.25,20.125,28.78571429,83,41,62,3,5,0,normal,warning,normal
23,2015,35,33,33.85714286,27,26,26.85714286,30.5,29.625,29.94642857,41,39,40.42857143,34,32,32.57142857,37,35.25,36.10714286,29,18,23.14285714,9,2,5.285714286,16.375,10.25,13.51785714,3.8,0,1.628571429,0,0,0,0.4875,0,0.230357143,87,81,83,58,47,51.85714286,73.5,65.75,69.96428571,58,16,41.28571429,32,5,14.71428571,42.75,8.875,26.83928571,97,69,86,4,5,1,normal,warning,normal
24,2015,34,29,32.14285714,28,25,26.71428571,30.375,26.75,28.94642857,41,35,38.71428571,33,28,31.28571429,36.375,30.5,34.5,49,12,26,6,2,4.142857143,24.125,9.125,13.46428571,10.1,0.7,5.414285714,0,0,0,3.5875,0.0875,1.358928571,90,83,86.14285714,73,51,58.42857143,84.125,70.75,75.07142857,100,43,68.42857143,40,12,25.57142857,70,33.25,46.76785714,62,21,41.28571429,1,11,2,normal,danger,normal
25,2015,32,31,31.57142857,26,25,25.85714286,28.375,27.875,28.07142857,38,36,36.57142857,30,29,29.14285714,32.75,31.75,32.08928571,55,31,39,25,12,17.14285714,34.625,21.875,26.98214286,7.5,0,3.642857143,0,0,0,1.5625,0,0.698214286,91,85,87.14285714,65,56,60.42857143,78.125,73.75,75.98214286,100,51,79.42857143,48,14,31.14285714,66.75,38.25,50.21428571,21,0,9,3,10,0,normal,warning,normal
26,2015,34,29,32.57142857,26,24,25.28571429,29.375,26.75,28.42857143,39,33,37.42857143,30,28,28.85714286,34.125,30.25,32.85714286,40,22,32.14285714,17,5,11,26.125,14,20.76785714,7.7,0.8,3.428571429,0,0,0,1.975,0.175,0.625,90,82,86.28571429,75,48,56.71428571,82.125,69.25,73.83928571,98,36,61,44,12,21.85714286,61.25,23.5,35.08928571,76,28,49.14285714,4,17,1,normal,danger,normal
27,2015,34,32,33,27,26,26.14285714,29.25,28.25,28.83928571,40,38,39.14285714,31,29,30,33.875,33.375,33.55357143,48,33,40,26,15,21.14285714,33,25.625,29.375,11.9,2.8,6.2,0,0,0,1.925,0.375,1.021428571,89,82,85.85714286,64,53,57.85714286,78.875,72.375,75.19642857,100,32,65.85714286,28,13,21.71428571,55.125,24.75,40.39285714,97,76,88,0,12,0,normal,warning,normal
28,2015,33,29,31.57142857,26,25,25.28571429,28.375,27.25,28.05357143,39,33,37.28571429,29,28,28.85714286,33.25,31.125,32.48214286,42,32,38.14285714,23,13,18.14285714,31.5,24.75,27.58928571,10,1.9,5.542857143,0,0,0,3.1625,0.45,1.214285714,93,88,90.28571429,74,58,64,82.125,75.75,79.08928571,100,37,69.28571429,49,6,23.28571429,63,21.625,41.51785714,69,28,48.14285714,0,17,0,normal,warning,normal
